TreeDepth,PID,Process,Value,Privilege,Attributes,Description
0,628,svchost.exe,9,SeTakeOwnershipPrivilege,Present,Take ownership of files/objects
0,628,svchost.exe,10,SeLoadDriverPrivilege,Present,Load and unload device drivers
0,628,svchost.exe,11,SeSystemProfilePrivilege,Default,Profile system performance
0,628,svchost.exe,12,SeSystemtimePrivilege,,Change the system time
0,628,svchost.exe,13,SeProfileSingleProcessPrivilege,Default,Profile a single process
0,628,svchost.exe,14,SeIncreaseBasePriorityPrivilege,Default,Increase scheduling priority
0,628,svchost.exe,15,SeCreatePagefilePrivilege,Default,Create a pagefile
0,628,svchost.exe,16,SeCreatePermanentPrivilege,Default,Create permanent shared objects
0,628,svchost.exe,17,SeBackupPrivilege,Present,Backup files and directories
0,628,svchost.exe,18,SeRestorePrivilege,Present,Restore files and directories
0,628,svchost.exe,19,SeShutdownPrivilege,Present,Shut down the system
0,628,svchost.exe,20,SeDebugPrivilege,"Present,Enabled,Default",Debug programs
0,628,svchost.exe,21,SeAuditPrivilege,"Present,Enabled,Default",Generate security audits
0,628,svchost.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,628,svchost.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,628,svchost.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,628,svchost.exe,25,SeUndockPrivilege,Present,Remove computer from docking station
0,628,svchost.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,628,svchost.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,628,svchost.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,628,svchost.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,628,svchost.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,628,svchost.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,628,svchost.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,628,svchost.exe,33,SeIncreaseWorkingSetPrivilege,Default,Allocate more memory for user applications
0,628,svchost.exe,34,SeTimeZonePrivilege,Default,Adjust the time zone of the computer's internal clock
0,628,svchost.exe,35,SeCreateSymbolicLinkPrivilege,Default,Required to create a symbolic link
0,628,svchost.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,692,vmacthlp.exe,2,SeCreateTokenPrivilege,,Create a token object
0,692,vmacthlp.exe,3,SeAssignPrimaryTokenPrivilege,Present,Replace a process-level token
0,692,vmacthlp.exe,4,SeLockMemoryPrivilege,"Present,Enabled,Default",Lock pages in memory
0,692,vmacthlp.exe,5,SeIncreaseQuotaPrivilege,Present,Increase quotas
0,692,vmacthlp.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,692,vmacthlp.exe,7,SeTcbPrivilege,"Present,Enabled,Default",Act as part of the operating system
0,692,vmacthlp.exe,8,SeSecurityPrivilege,Present,Manage auditing and security log
0,692,vmacthlp.exe,9,SeTakeOwnershipPrivilege,Present,Take ownership of files/objects
0,692,vmacthlp.exe,10,SeLoadDriverPrivilege,Present,Load and unload device drivers
0,692,vmacthlp.exe,11,SeSystemProfilePrivilege,"Present,Enabled,Default",Profile system performance
0,692,vmacthlp.exe,12,SeSystemtimePrivilege,Present,Change the system time
0,692,vmacthlp.exe,13,SeProfileSingleProcessPrivilege,"Present,Enabled,Default",Profile a single process
0,692,vmacthlp.exe,14,SeIncreaseBasePriorityPrivilege,"Present,Enabled,Default",Increase scheduling priority
0,692,vmacthlp.exe,15,SeCreatePagefilePrivilege,"Present,Enabled,Default",Create a pagefile
0,692,vmacthlp.exe,16,SeCreatePermanentPrivilege,"Present,Enabled,Default",Create permanent shared objects
0,692,vmacthlp.exe,17,SeBackupPrivilege,Present,Backup files and directories
0,692,vmacthlp.exe,18,SeRestorePrivilege,Present,Restore files and directories
0,692,vmacthlp.exe,19,SeShutdownPrivilege,Present,Shut down the system
0,692,vmacthlp.exe,20,SeDebugPrivilege,"Present,Enabled,Default",Debug programs
0,692,vmacthlp.exe,21,SeAuditPrivilege,"Present,Enabled,Default",Generate security audits
0,692,vmacthlp.exe,22,SeSystemEnvironmentPrivilege,Present,Edit firmware environment values
0,692,vmacthlp.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,692,vmacthlp.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,692,vmacthlp.exe,25,SeUndockPrivilege,Present,Remove computer from docking station
0,692,vmacthlp.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,692,vmacthlp.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,692,vmacthlp.exe,28,SeManageVolumePrivilege,Present,Manage the files on a volume
0,692,vmacthlp.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,692,vmacthlp.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,692,vmacthlp.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,692,vmacthlp.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,692,vmacthlp.exe,33,SeIncreaseWorkingSetPrivilege,"Present,Enabled,Default",Allocate more memory for user applications
0,692,vmacthlp.exe,34,SeTimeZonePrivilege,"Present,Enabled,Default",Adjust the time zone of the computer's internal clock
0,692,vmacthlp.exe,35,SeCreateSymbolicLinkPrivilege,"Present,Enabled,Default",Required to create a symbolic link
0,692,vmacthlp.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,724,svchost.exe,2,SeCreateTokenPrivilege,,Create a token object
0,724,svchost.exe,3,SeAssignPrimaryTokenPrivilege,,Replace a process-level token
0,724,svchost.exe,4,SeLockMemoryPrivilege,,Lock pages in memory
0,724,svchost.exe,5,SeIncreaseQuotaPrivilege,,Increase quotas
0,724,svchost.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,724,svchost.exe,7,SeTcbPrivilege,,Act as part of the operating system
0,724,svchost.exe,8,SeSecurityPrivilege,,Manage auditing and security log
0,724,svchost.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,724,svchost.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,724,svchost.exe,11,SeSystemProfilePrivilege,,Profile system performance
0,724,svchost.exe,12,SeSystemtimePrivilege,,Change the system time
0,724,svchost.exe,13,SeProfileSingleProcessPrivilege,,Profile a single process
0,724,svchost.exe,14,SeIncreaseBasePriorityPrivilege,,Increase scheduling priority
0,724,svchost.exe,15,SeCreatePagefilePrivilege,,Create a pagefile
0,724,svchost.exe,16,SeCreatePermanentPrivilege,,Create permanent shared objects
0,724,svchost.exe,17,SeBackupPrivilege,,Backup files and directories
0,724,svchost.exe,18,SeRestorePrivilege,,Restore files and directories
0,724,svchost.exe,19,SeShutdownPrivilege,,Shut down the system
0,724,svchost.exe,20,SeDebugPrivilege,,Debug programs
0,724,svchost.exe,21,SeAuditPrivilege,,Generate security audits
0,724,svchost.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,724,svchost.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,724,svchost.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,724,svchost.exe,25,SeUndockPrivilege,,Remove computer from docking station
0,724,svchost.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,724,svchost.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,724,svchost.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,724,svchost.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,724,svchost.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,724,svchost.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,724,svchost.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,724,svchost.exe,33,SeIncreaseWorkingSetPrivilege,,Allocate more memory for user applications
0,724,svchost.exe,34,SeTimeZonePrivilege,,Adjust the time zone of the computer's internal clock
0,724,svchost.exe,35,SeCreateSymbolicLinkPrivilege,,Required to create a symbolic link
0,724,svchost.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,776,svchost.exe,2,SeCreateTokenPrivilege,,Create a token object
0,776,svchost.exe,3,SeAssignPrimaryTokenPrivilege,,Replace a process-level token
0,776,svchost.exe,4,SeLockMemoryPrivilege,,Lock pages in memory
0,776,svchost.exe,5,SeIncreaseQuotaPrivilege,,Increase quotas
0,776,svchost.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,776,svchost.exe,7,SeTcbPrivilege,,Act as part of the operating system
0,776,svchost.exe,8,SeSecurityPrivilege,,Manage auditing and security log
0,776,svchost.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,776,svchost.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,776,svchost.exe,11,SeSystemProfilePrivilege,,Profile system performance
0,776,svchost.exe,12,SeSystemtimePrivilege,,Change the system time
0,776,svchost.exe,13,SeProfileSingleProcessPrivilege,,Profile a single process
0,776,svchost.exe,14,SeIncreaseBasePriorityPrivilege,,Increase scheduling priority
0,776,svchost.exe,15,SeCreatePagefilePrivilege,,Create a pagefile
0,776,svchost.exe,16,SeCreatePermanentPrivilege,,Create permanent shared objects
0,776,svchost.exe,17,SeBackupPrivilege,,Backup files and directories
0,776,svchost.exe,18,SeRestorePrivilege,,Restore files and directories
0,776,svchost.exe,19,SeShutdownPrivilege,,Shut down the system
0,776,svchost.exe,20,SeDebugPrivilege,,Debug programs
0,776,svchost.exe,21,SeAuditPrivilege,,Generate security audits
0,776,svchost.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,776,svchost.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,776,svchost.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,776,svchost.exe,25,SeUndockPrivilege,,Remove computer from docking station
0,776,svchost.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,776,svchost.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,776,svchost.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,776,svchost.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,776,svchost.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,776,svchost.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,776,svchost.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,776,svchost.exe,33,SeIncreaseWorkingSetPrivilege,Present,Allocate more memory for user applications
0,776,svchost.exe,34,SeTimeZonePrivilege,,Adjust the time zone of the computer's internal clock
0,776,svchost.exe,35,SeCreateSymbolicLinkPrivilege,,Required to create a symbolic link
0,776,svchost.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,860,svchost.exe,2,SeCreateTokenPrivilege,,Create a token object
0,860,svchost.exe,3,SeAssignPrimaryTokenPrivilege,Present,Replace a process-level token
0,860,svchost.exe,4,SeLockMemoryPrivilege,Default,Lock pages in memory
0,860,svchost.exe,5,SeIncreaseQuotaPrivilege,Present,Increase quotas
0,860,svchost.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,860,svchost.exe,7,SeTcbPrivilege,"Present,Enabled,Default",Act as part of the operating system
0,860,svchost.exe,8,SeSecurityPrivilege,Present,Manage auditing and security log
0,860,svchost.exe,9,SeTakeOwnershipPrivilege,Present,Take ownership of files/objects
0,860,svchost.exe,10,SeLoadDriverPrivilege,Present,Load and unload device drivers
0,860,svchost.exe,11,SeSystemProfilePrivilege,Default,Profile system performance
0,860,svchost.exe,12,SeSystemtimePrivilege,,Change the system time
0,860,svchost.exe,13,SeProfileSingleProcessPrivilege,"Present,Enabled,Default",Profile a single process
0,860,svchost.exe,14,SeIncreaseBasePriorityPrivilege,"Present,Enabled,Default",Increase scheduling priority
0,860,svchost.exe,15,SeCreatePagefilePrivilege,Default,Create a pagefile
0,860,svchost.exe,16,SeCreatePermanentPrivilege,"Present,Enabled,Default",Create permanent shared objects
0,860,svchost.exe,17,SeBackupPrivilege,,Backup files and directories
0,860,svchost.exe,18,SeRestorePrivilege,Present,Restore files and directories
0,860,svchost.exe,19,SeShutdownPrivilege,,Shut down the system
0,860,svchost.exe,20,SeDebugPrivilege,"Present,Enabled,Default",Debug programs
0,860,svchost.exe,21,SeAuditPrivilege,"Present,Enabled,Default",Generate security audits
0,860,svchost.exe,22,SeSystemEnvironmentPrivilege,Present,Edit firmware environment values
0,860,svchost.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,860,svchost.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,860,svchost.exe,25,SeUndockPrivilege,,Remove computer from docking station
0,860,svchost.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,860,svchost.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,860,svchost.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,860,svchost.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,860,svchost.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,860,svchost.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,860,svchost.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,860,svchost.exe,33,SeIncreaseWorkingSetPrivilege,Default,Allocate more memory for user applications
0,860,svchost.exe,34,SeTimeZonePrivilege,Default,Adjust the time zone of the computer's internal clock
0,860,svchost.exe,35,SeCreateSymbolicLinkPrivilege,Default,Required to create a symbolic link
0,860,svchost.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,936,svchost.exe,2,SeCreateTokenPrivilege,,Create a token object
0,936,svchost.exe,3,SeAssignPrimaryTokenPrivilege,Present,Replace a process-level token
0,936,svchost.exe,4,SeLockMemoryPrivilege,"Present,Enabled,Default",Lock pages in memory
0,936,svchost.exe,5,SeIncreaseQuotaPrivilege,Present,Increase quotas
0,936,svchost.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,936,svchost.exe,7,SeTcbPrivilege,"Present,Enabled,Default",Act as part of the operating system
0,936,svchost.exe,8,SeSecurityPrivilege,Present,Manage auditing and security log
0,936,svchost.exe,9,SeTakeOwnershipPrivilege,Present,Take ownership of files/objects
0,936,svchost.exe,10,SeLoadDriverPrivilege,Present,Load and unload device drivers
0,936,svchost.exe,11,SeSystemProfilePrivilege,"Present,Enabled,Default",Profile system performance
0,936,svchost.exe,12,SeSystemtimePrivilege,Present,Change the system time
0,936,svchost.exe,13,SeProfileSingleProcessPrivilege,"Present,Enabled,Default",Profile a single process
0,936,svchost.exe,14,SeIncreaseBasePriorityPrivilege,"Present,Enabled,Default",Increase scheduling priority
0,936,svchost.exe,15,SeCreatePagefilePrivilege,"Present,Enabled,Default",Create a pagefile
0,936,svchost.exe,16,SeCreatePermanentPrivilege,"Present,Enabled,Default",Create permanent shared objects
0,936,svchost.exe,17,SeBackupPrivilege,Present,Backup files and directories
0,936,svchost.exe,18,SeRestorePrivilege,Present,Restore files and directories
0,936,svchost.exe,19,SeShutdownPrivilege,Present,Shut down the system
0,936,svchost.exe,20,SeDebugPrivilege,"Present,Enabled,Default",Debug programs
0,936,svchost.exe,21,SeAuditPrivilege,"Present,Enabled,Default",Generate security audits
0,936,svchost.exe,22,SeSystemEnvironmentPrivilege,Present,Edit firmware environment values
0,936,svchost.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,936,svchost.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,936,svchost.exe,25,SeUndockPrivilege,Present,Remove computer from docking station
0,936,svchost.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,936,svchost.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,936,svchost.exe,28,SeManageVolumePrivilege,Present,Manage the files on a volume
0,936,svchost.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,936,svchost.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,936,svchost.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,936,svchost.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,936,svchost.exe,33,SeIncreaseWorkingSetPrivilege,"Present,Enabled,Default",Allocate more memory for user applications
0,936,svchost.exe,34,SeTimeZonePrivilege,"Present,Enabled,Default",Adjust the time zone of the computer's internal clock
0,936,svchost.exe,35,SeCreateSymbolicLinkPrivilege,"Present,Enabled,Default",Required to create a symbolic link
0,936,svchost.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,1052,svchost.exe,2,SeCreateTokenPrivilege,,Create a token object
0,1052,svchost.exe,3,SeAssignPrimaryTokenPrivilege,,Replace a process-level token
0,1052,svchost.exe,4,SeLockMemoryPrivilege,,Lock pages in memory
0,1052,svchost.exe,5,SeIncreaseQuotaPrivilege,,Increase quotas
0,1052,svchost.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,1052,svchost.exe,7,SeTcbPrivilege,,Act as part of the operating system
0,1052,svchost.exe,8,SeSecurityPrivilege,,Manage auditing and security log
0,1052,svchost.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,1052,svchost.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,1052,svchost.exe,11,SeSystemProfilePrivilege,Present,Profile system performance
0,1052,svchost.exe,12,SeSystemtimePrivilege,Present,Change the system time
0,1052,svchost.exe,13,SeProfileSingleProcessPrivilege,,Profile a single process
0,1052,svchost.exe,14,SeIncreaseBasePriorityPrivilege,,Increase scheduling priority
0,1052,svchost.exe,15,SeCreatePagefilePrivilege,,Create a pagefile
0,1052,svchost.exe,16,SeCreatePermanentPrivilege,,Create permanent shared objects
0,1052,svchost.exe,17,SeBackupPrivilege,,Backup files and directories
0,1052,svchost.exe,18,SeRestorePrivilege,,Restore files and directories
0,1052,svchost.exe,19,SeShutdownPrivilege,,Shut down the system
0,1052,svchost.exe,20,SeDebugPrivilege,,Debug programs
0,1052,svchost.exe,21,SeAuditPrivilege,Present,Generate security audits
0,1052,svchost.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,1052,svchost.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,1052,svchost.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,1052,svchost.exe,25,SeUndockPrivilege,,Remove computer from docking station
0,1052,svchost.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,1052,svchost.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,1052,svchost.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,1052,svchost.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,1052,svchost.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,1052,svchost.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,1052,svchost.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,1052,svchost.exe,33,SeIncreaseWorkingSetPrivilege,,Allocate more memory for user applications
0,1052,svchost.exe,34,SeTimeZonePrivilege,,Adjust the time zone of the computer's internal clock
0,1052,svchost.exe,35,SeCreateSymbolicLinkPrivilege,,Required to create a symbolic link
0,1052,svchost.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,1120,svchost.exe,2,SeCreateTokenPrivilege,,Create a token object
0,1120,svchost.exe,3,SeAssignPrimaryTokenPrivilege,Present,Replace a process-level token
0,1120,svchost.exe,4,SeLockMemoryPrivilege,,Lock pages in memory
0,1120,svchost.exe,5,SeIncreaseQuotaPrivilege,Present,Increase quotas
0,1120,svchost.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,1120,svchost.exe,7,SeTcbPrivilege,,Act as part of the operating system
0,1120,svchost.exe,8,SeSecurityPrivilege,,Manage auditing and security log
0,1120,svchost.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,1120,svchost.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,1120,svchost.exe,11,SeSystemProfilePrivilege,,Profile system performance
0,1120,svchost.exe,12,SeSystemtimePrivilege,,Change the system time
0,1120,svchost.exe,13,SeProfileSingleProcessPrivilege,,Profile a single process
0,1120,svchost.exe,14,SeIncreaseBasePriorityPrivilege,,Increase scheduling priority
0,1120,svchost.exe,15,SeCreatePagefilePrivilege,,Create a pagefile
0,1120,svchost.exe,16,SeCreatePermanentPrivilege,,Create permanent shared objects
0,1120,svchost.exe,17,SeBackupPrivilege,,Backup files and directories
0,1120,svchost.exe,18,SeRestorePrivilege,,Restore files and directories
0,1120,svchost.exe,19,SeShutdownPrivilege,,Shut down the system
0,1120,svchost.exe,20,SeDebugPrivilege,,Debug programs
0,1120,svchost.exe,21,SeAuditPrivilege,"Present,Enabled",Generate security audits
0,1120,svchost.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,1120,svchost.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,1120,svchost.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,1120,svchost.exe,25,SeUndockPrivilege,,Remove computer from docking station
0,1120,svchost.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,1120,svchost.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,1120,svchost.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,1120,svchost.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,1120,svchost.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,1120,svchost.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,1120,svchost.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,1120,svchost.exe,33,SeIncreaseWorkingSetPrivilege,,Allocate more memory for user applications
0,1120,svchost.exe,34,SeTimeZonePrivilege,,Adjust the time zone of the computer's internal clock
0,1120,svchost.exe,35,SeCreateSymbolicLinkPrivilege,,Required to create a symbolic link
0,1120,svchost.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,1300,dwm.exe,2,SeCreateTokenPrivilege,,Create a token object
0,1300,dwm.exe,3,SeAssignPrimaryTokenPrivilege,,Replace a process-level token
0,1300,dwm.exe,4,SeLockMemoryPrivilege,,Lock pages in memory
0,1300,dwm.exe,5,SeIncreaseQuotaPrivilege,,Increase quotas
0,1300,dwm.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,1300,dwm.exe,7,SeTcbPrivilege,,Act as part of the operating system
0,1300,dwm.exe,8,SeSecurityPrivilege,,Manage auditing and security log
0,1300,dwm.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,1300,dwm.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,1300,dwm.exe,11,SeSystemProfilePrivilege,,Profile system performance
0,1300,dwm.exe,12,SeSystemtimePrivilege,,Change the system time
0,1300,dwm.exe,13,SeProfileSingleProcessPrivilege,,Profile a single process
0,1300,dwm.exe,14,SeIncreaseBasePriorityPrivilege,,Increase scheduling priority
0,1300,dwm.exe,15,SeCreatePagefilePrivilege,,Create a pagefile
0,1300,dwm.exe,16,SeCreatePermanentPrivilege,,Create permanent shared objects
0,1300,dwm.exe,17,SeBackupPrivilege,,Backup files and directories
0,1300,dwm.exe,18,SeRestorePrivilege,,Restore files and directories
0,1300,dwm.exe,19,SeShutdownPrivilege,Present,Shut down the system
0,1300,dwm.exe,20,SeDebugPrivilege,,Debug programs
0,1300,dwm.exe,21,SeAuditPrivilege,,Generate security audits
0,1300,dwm.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,1300,dwm.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,1300,dwm.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,1300,dwm.exe,25,SeUndockPrivilege,Present,Remove computer from docking station
0,1300,dwm.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,1300,dwm.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,1300,dwm.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,1300,dwm.exe,29,SeImpersonatePrivilege,,Impersonate a client after authentication
0,1300,dwm.exe,30,SeCreateGlobalPrivilege,,Create global objects
0,1300,dwm.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,1300,dwm.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,1300,dwm.exe,33,SeIncreaseWorkingSetPrivilege,Present,Allocate more memory for user applications
0,1300,dwm.exe,34,SeTimeZonePrivilege,Present,Adjust the time zone of the computer's internal clock
0,1300,dwm.exe,35,SeCreateSymbolicLinkPrivilege,,Required to create a symbolic link
0,1300,dwm.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,1312,explorer.exe,2,SeCreateTokenPrivilege,,Create a token object
0,1312,explorer.exe,3,SeAssignPrimaryTokenPrivilege,,Replace a process-level token
0,1312,explorer.exe,4,SeLockMemoryPrivilege,,Lock pages in memory
0,1312,explorer.exe,5,SeIncreaseQuotaPrivilege,,Increase quotas
0,1312,explorer.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,1312,explorer.exe,7,SeTcbPrivilege,,Act as part of the operating system
0,1312,explorer.exe,8,SeSecurityPrivilege,,Manage auditing and security log
0,1312,explorer.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,1312,explorer.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,1312,explorer.exe,11,SeSystemProfilePrivilege,,Profile system performance
0,1312,explorer.exe,12,SeSystemtimePrivilege,,Change the system time
0,1312,explorer.exe,13,SeProfileSingleProcessPrivilege,,Profile a single process
0,1312,explorer.exe,14,SeIncreaseBasePriorityPrivilege,,Increase scheduling priority
0,1312,explorer.exe,15,SeCreatePagefilePrivilege,,Create a pagefile
0,1312,explorer.exe,16,SeCreatePermanentPrivilege,,Create permanent shared objects
0,1312,explorer.exe,17,SeBackupPrivilege,,Backup files and directories
0,1312,explorer.exe,18,SeRestorePrivilege,,Restore files and directories
0,1312,explorer.exe,19,SeShutdownPrivilege,Present,Shut down the system
0,1312,explorer.exe,20,SeDebugPrivilege,,Debug programs
0,1312,explorer.exe,21,SeAuditPrivilege,,Generate security audits
0,1312,explorer.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,1312,explorer.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,1312,explorer.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,1312,explorer.exe,25,SeUndockPrivilege,Present,Remove computer from docking station
0,1312,explorer.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,1312,explorer.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
